Epoch,Train Loss,Train Accuracy,Eval Loss,Eval Accuracy,Top-1 Accuracy,Top-5 Accuracy,Epoch Time (seconds)
1,4.109268631166814,8.734015346792958,3.648241595376896,14.873417721518987,14.873417721518987,39.81408227848101,67.30850427300004
2,3.540792477405285,16.469789004844166,3.2464133848117878,22.24090189873418,22.24090189873418,50.48457278481012,69.08804172099997
3,3.19203450734658,22.39969629613335,3.0124688571012475,26.621835443037973,26.621835443037973,57.02136075949367,71.63122914500002
4,2.9266009214893938,27.035645782337774,2.7742737305315237,30.59731012658228,30.59731012658228,61.75830696202531,69.23400226600006
5,2.7172384012080824,30.817615094087316,2.5426717408095736,34.56289556962025,34.56289556962025,66.7128164556962,68.55778208100003
6,2.5413087493623308,34.31705562659847,2.4322627948809274,37.45055379746836,37.45055379746836,69.21479430379746,70.01314225400006
7,2.4011712720631944,37.29659527006661,2.3505654923523527,39.17128164556962,39.17128164556962,70.72784810126582,71.56190866399993
8,2.2655607358269068,40.020380437831435,2.2077525144890893,41.80181962025317,41.80181962025317,73.27927215189874,69.53200702599997
9,2.1493495349079144,42.55834399434307,2.163017026985748,42.37539556962025,42.37539556962025,74.36708860759494,71.4584002229999
10,2.040653357725314,44.72826087413846,2.077227177499216,45.15427215189873,45.15427215189873,75.98892405063292,70.07246950100011
11,1.9412438927404105,47.14074488491048,2.011920906320403,47.329905063291136,47.329905063291136,76.83939873417721,68.99922057000003
12,1.8406245144431854,49.36261189258312,1.938903435876098,48.32871835443038,48.32871835443038,78.23378164556962,69.36202087799984
13,1.7649884269670453,51.12571931251174,1.9926867334148552,47.646360759493675,47.646360759493675,77.77887658227847,70.52576403299986
14,1.6743919626831094,53.15816815551895,1.9131235518032992,49.50553797468354,49.50553797468354,78.7381329113924,71.71340279200012
15,1.6146749456215392,54.561620843989765,1.876617574993568,50.48457278481012,50.48457278481012,79.44026898734177,70.00118682099992
16,1.535715895540574,56.613650895140665,1.8529492903359328,50.62302215189873,50.62302215189873,79.59849683544303,69.15387551999993
17,1.4665404475863328,58.269261505902584,1.8905044537556321,50.39556962025317,50.39556962025317,79.84572784810126,70.40948284799993
18,1.4047384795630375,59.83855498721228,1.796088202090203,52.254746835443036,52.254746835443036,80.98299050632912,69.72409559599987
19,1.3432126325719498,61.38706841432226,1.810342987881431,52.22507911392405,52.22507911392405,80.96321202531645,68.29306508600007
20,1.2903447869183766,62.82169117647059,1.8022634107855302,53.48101265822785,53.48101265822785,81.03243670886076,70.12860890600018
21,1.2226135075244757,64.55242967666568,1.830107430868511,52.24485759493671,52.24485759493671,80.82476265822784,71.69563392199984
22,1.1794814164071437,65.64777813604115,1.7902428304092795,53.32278481012658,53.32278481012658,81.83346518987342,69.10008144800031
23,1.1358880487549337,66.68997762148338,1.7940393082703217,53.24367088607595,53.24367088607595,81.4873417721519,70.01320584899986
24,1.0927318009878972,67.85286125319693,1.7669522339784647,54.03481012658228,54.03481012658228,81.81368670886076,69.77648759300018
25,1.0384434653669976,69.33503836926901,1.7548856840857976,55.43908227848101,55.43908227848101,82.38726265822784,68.6796647189999
26,0.9994624923257267,70.28172953659312,1.78337400321719,54.19303797468354,54.19303797468354,82.13014240506328,69.58550456800003
27,0.9547152369833358,71.32512788333551,1.7618225526206102,55.38963607594937,55.38963607594937,82.56526898734177,69.85465006699997
28,0.9070072799082607,72.94836957436388,1.7484435718270797,55.54786392405063,55.54786392405063,82.73338607594937,70.85666003799997
29,0.8736939879939379,73.76998082146315,1.7476246040078658,55.47863924050633,55.47863924050633,82.66416139240506,70.02612380000028
30,0.8466437196792544,74.49128836622019,1.773069380204889,55.78520569620253,55.78520569620253,82.44659810126582,70.77728328100011
31,0.800278029630861,75.77205882657825,1.8098661265795744,55.18196202531646,55.18196202531646,82.32792721518987,69.96012406499995
32,0.7733446978547079,76.44940857082376,1.7951420289051683,55.72587025316456,55.72587025316456,82.4367088607595,68.88390793999997
33,0.7358875228925739,77.42647059128413,1.7947950272620479,56.17088607594937,56.17088607594937,82.37737341772153,69.94581453400042
34,0.7020056065543533,78.60054347826086,1.812360709226584,55.84454113924051,55.84454113924051,82.62460443037975,70.8161584139998
35,0.6679624187976808,79.74104859944805,1.8362037426308742,55.58742088607595,55.58742088607595,82.38726265822784,69.254697115
36,0.6466340198541236,80.35286125319693,1.8824778131291837,55.43908227848101,55.43908227848101,81.81368670886076,70.76547647999996
37,0.619603660557886,80.9650735324606,1.8332690347599079,55.82476265822785,55.82476265822785,82.80261075949366,70.26203532399995
38,0.6008071900176271,81.63203325722833,1.8367274531835243,55.73575949367089,55.73575949367089,82.83227848101265,69.65724986400028
39,0.5607270490178062,82.74776214528876,1.920759747299967,54.97428797468354,54.97428797468354,81.92246835443038,71.68848658599973
40,0.5398935729737782,83.4450927079486,1.8951214763182629,55.557753164556964,55.557753164556964,82.21914556962025,68.92500295199989
