Epoch,Train Loss,Train Accuracy,Eval Loss,Eval Accuracy,Top-1 Accuracy,Top-5 Accuracy,Epoch Time (seconds)
1,4.37462161630011,5.267343351908047,3.9518806481663185,8.336629746835444,8.336629746835444,28.728243670886076,36.305635562000134
2,3.814578690492284,10.968270461501369,3.608860082264188,14.092167721518987,14.092167721518987,39.151503164556964,35.49500338799953
3,3.584703045427952,14.656329924798072,3.407370718219612,17.592958860759495,17.592958860759495,44.204905063291136,35.64900181400026
4,3.4102863808117254,17.516384271861952,3.2711708455146113,19.837816455696203,19.837816455696203,47.982594936708864,35.164476289999584
5,3.2841916102582536,19.619964832997383,3.1334734144090097,22.389240506329113,22.389240506329113,52.21518987341772,34.33495946499988
6,3.1667475133295864,21.58248081917653,3.0818437715119953,23.249604430379748,23.249604430379748,53.44145569620253,35.63783963399965
7,3.0593587553409662,23.68925831202046,2.9432355935060523,26.157041139240505,26.157041139240505,56.50712025316456,34.41123535800034
8,2.9660648330093347,25.10629795548861,2.8995959577681143,27.689873417721518,27.689873417721518,57.80261075949367,35.970525791
9,2.8816463636315386,26.735533892041275,2.8140613066999216,28.886471518987346,28.886471518987346,59.00909810126582,34.622009527000046
10,2.806951227090548,28.199328646025695,2.796051327186295,29.341376582278482,29.341376582278482,60.29469936708861,36.26104381500045
11,2.7372587251541254,29.634351026066735,2.7103453829318664,31.210443037974684,31.210443037974684,62.11431962025317,34.32735073499953
12,2.6690591906037784,31.116927752409445,2.6616736454299734,32.5751582278481,32.5751582278481,63.46914556962025,35.03221828900041
13,2.6139671607395574,32.006074171846784,2.6397506888908677,32.17958860759494,32.17958860759494,64.22072784810126,33.49477860800016
14,2.5581989831021983,32.81609654579016,2.576113486591774,34.01898734177215,34.01898734177215,65.16020569620254,34.25626558800013
15,2.494814886156555,34.68270460358056,2.569287094888808,33.603639240506325,33.603639240506325,65.26898734177216,33.76473502200042
16,2.4481407178332435,35.50231777646048,2.4935518488099304,35.82871835443038,35.82871835443038,67.05893987341773,32.36268282899982
17,2.393262944867849,36.31194054013323,2.4665155984178373,36.006724683544306,36.006724683544306,67.68196202531645,32.55894838200038
18,2.36027650272145,37.30139066953488,2.5881687930867643,33.376186708860764,33.376186708860764,66.0007911392405,34.76830257999973
19,2.308073243216785,38.220108698701004,2.4183638578728783,36.89675632911392,36.89675632911392,68.64121835443038,34.016737637000006
20,2.255566883879854,39.56321931403616,2.36652523354639,38.528481012658226,38.528481012658226,69.56091772151899,35.57089313399956
21,2.217091101514714,40.08991368438887,2.363944246799131,38.004351265822784,38.004351265822784,70.19382911392405,34.49129222299962
22,2.172850864317716,41.387867645534406,2.3210240119620216,39.359177215189874,39.359177215189874,71.08386075949366,35.19249483499971
23,2.1384333716633983,42.145939899222626,2.48376022562196,35.947389240506325,35.947389240506325,67.16772151898735,34.43999030800023
24,2.099795891805683,43.028292837350264,2.290665158742591,40.81289556962025,40.81289556962025,70.96518987341773,34.28620348700042
25,2.0700481855655877,43.625719307938496,2.2389212544960313,41.46558544303797,41.46558544303797,72.4881329113924,35.28090811699985
26,2.032664173704279,44.31745524296675,2.1851129969464074,42.197389240506325,42.197389240506325,73.55617088607595,33.97412070300015
27,1.9974631052797713,45.14745844294653,2.207682049727138,41.445806962025316,41.445806962025316,73.12104430379746,35.7021127299995
28,1.968364977165866,45.88235294270089,2.205267586285555,42.276503164556964,42.276503164556964,73.29905063291139,34.46580599199933
29,1.9412472461495558,46.5213395140665,2.2352978066553044,41.337025316455694,41.337025316455694,72.5870253164557,34.87384217900035
30,1.9161294091997854,47.01406650073693,2.130059907707987,43.186313291139236,43.186313291139236,74.79232594936708,32.762431277999895
31,1.8908127183499543,47.679827364204485,2.254889455022691,41.1689082278481,41.1689082278481,72.80458860759494,33.69523601600031
32,1.857141509080482,48.266064579529534,2.126848480369471,43.49287974683544,43.49287974683544,75.1681170886076,34.88862825099932
33,1.8298085894426117,49.10965473450663,2.2528682901889465,42.15783227848101,42.15783227848101,73.16060126582279,33.92053316700003
34,1.8093324722841269,49.60477941328912,2.1419922581201867,43.2060917721519,43.2060917721519,74.75276898734177,35.01270673399995
35,1.7824798051048727,50.069133628664716,2.2405913464630705,42.276503164556964,42.276503164556964,73.00237341772153,33.78504571600024
36,1.7628927733892066,50.495524296675185,2.092741395853743,44.61036392405063,44.61036392405063,75.84058544303798,35.18689650400029
37,1.7340199163807628,51.124520466455714,2.197527152073534,42.85007911392405,42.85007911392405,74.4560917721519,34.02996540099957
38,1.725296309232102,51.60046355498721,2.1376757455777518,44.0565664556962,44.0565664556962,75.01977848101265,33.41296824999972
39,1.685261251676418,52.55794438254803,2.0972035549863985,45.13449367088608,45.13449367088608,75.66257911392405,35.01114039799995
40,1.6795556691601454,52.42806906285493,2.051337350772906,45.70806962025317,45.70806962025317,76.62183544303798,33.205770198999744
41,1.647118353172946,53.24248721837388,2.1645144254346436,44.35324367088608,44.35324367088608,74.70332278481013,35.54829839800004
42,1.6351692325928633,53.68885870479867,2.151265236395824,44.42246835443038,44.42246835443038,75.34612341772153,34.00983842599999
43,1.6095479293857389,54.345028776951764,2.080963593495043,46.06408227848101,46.06408227848101,75.91969936708861,34.84665949200007
44,1.599233389510523,54.31425832116695,2.1496197045603886,44.620253164556964,44.620253164556964,74.94066455696202,35.02640328899997
45,1.570103322758394,55.30091112531969,2.1347777858565125,44.600474683544306,44.600474683544306,75.50435126582279,34.57242514399968
46,1.5644090745760046,55.1582480787926,2.071456616437888,45.90585443037975,45.90585443037975,76.57238924050634,35.49446171300042
47,1.5458341836929321,55.72770140360078,2.1112797652618793,45.36194620253164,45.36194620253164,75.4054588607595,34.00901947300008
48,1.5242349775246038,56.20963875290072,2.0618631311609774,46.133306962025316,46.133306962025316,76.91851265822784,35.3359454700003
49,1.5015045017232675,56.7395300511509,2.15158687362188,45.3125,45.3125,75.72191455696202,33.651957111999764
50,1.4978596447678783,56.70036765010765,2.0431493098222755,46.93433544303797,46.93433544303797,76.68117088607595,34.562439398000606
51,1.4680735735637147,57.66264386189258,2.0569549240643465,46.6376582278481,46.6376582278481,77.0371835443038,34.31045596600052
